,real_type,real_start,real_end,read_count,var_size
1200_30_0,INVERSION,669,911,113,242
1200_30_1,INVERSION,384,553,147,169
1200_30_2,INVERSION,1051,1107,99,56
1200_30_3,INVERSION,745,955,122,210
1200_30_4,INVERSION,660,911,89,251
1200_35_0,INVERSION,721,1087,121,366
1200_35_1,INVERSION,789,861,79,72
1200_35_2,INVERSION,713,781,88,68
1200_35_3,INVERSION,616,866,108,250
1200_35_4,INVERSION,738,883,117,145
1200_40_0,INVERSION,306,379,99,73
1200_40_1,INVERSION,877,1060,69,183
1200_40_2,INVERSION,864,1017,95,153
1200_40_3,INVERSION,892,1150,78,258
1200_40_4,INVERSION,783,1114,79,331
1200_45_0,INVERSION,868,1169,74,301
1200_45_1,INVERSION,400,614,55,214
1200_45_2,INVERSION,727,832,77,105
1200_45_3,INVERSION,1022,1342,79,320
1200_45_4,INVERSION,668,947,74,279
1200_50_0,INVERSION,992,1060,55,68
1200_50_1,INVERSION,1002,1292,74,290
1200_50_2,INVERSION,756,1095,75,339
1200_50_3,INVERSION,393,637,78,244
1200_50_4,INVERSION,458,565,71,107
1200_55_0,INVERSION,273,578,49,305
1200_55_1,INVERSION,766,1062,59,296
1200_55_2,INVERSION,605,974,70,369
1200_55_3,INVERSION,934,1031,67,97
1200_55_4,INVERSION,395,604,66,209
1200_60_0,INVERSION,645,866,57,221
1200_60_1,INVERSION,779,950,41,171
1200_60_2,INVERSION,544,659,44,115
1200_60_3,INVERSION,985,1128,44,143
1200_60_4,INVERSION,226,485,72,259
1200_65_0,INVERSION,527,675,41,148
1200_65_1,INVERSION,631,858,62,227
1200_65_2,INVERSION,273,361,52,88
1200_65_3,INVERSION,795,1135,50,340
1200_65_4,INVERSION,826,1097,39,271
1200_70_0,INVERSION,680,817,53,137
1200_70_1,INVERSION,299,653,40,354
1200_70_2,INVERSION,840,1128,46,288
1200_70_3,INVERSION,448,679,38,231
1200_70_4,INVERSION,274,433,46,159
1200_75_0,INVERSION,793,938,47,145
1200_75_1,INVERSION,492,886,37,394
1200_75_2,INVERSION,797,1034,47,237
1200_75_3,INVERSION,464,557,48,93
1200_75_4,INVERSION,530,875,32,345
1300_30_0,INVERSION,565,749,119,184
1300_30_1,INVERSION,892,1181,131,289
1300_30_2,INVERSION,920,1310,101,390
1300_30_3,INVERSION,1029,1414,128,385
1300_30_4,INVERSION,1103,1237,109,134
1300_35_0,INVERSION,401,502,93,101
1300_35_1,INVERSION,893,988,104,95
1300_35_2,INVERSION,509,826,90,317
1300_35_3,INVERSION,436,792,93,356
1300_35_4,INVERSION,1095,1277,89,182
1300_40_0,INVERSION,733,907,101,174
1300_40_1,INVERSION,983,1050,73,67
1300_40_2,INVERSION,654,728,97,74
1300_40_3,INVERSION,805,972,66,167
1300_40_4,INVERSION,460,755,74,295
1300_45_0,INVERSION,542,639,59,97
1300_45_1,INVERSION,1079,1375,63,296
1300_45_2,INVERSION,400,585,74,185
1300_45_3,INVERSION,869,1245,67,376
1300_45_4,INVERSION,574,829,87,255
1300_50_0,INVERSION,688,944,82,256
1300_50_1,INVERSION,530,920,57,390
1300_50_2,INVERSION,1103,1190,54,87
1300_50_3,INVERSION,682,799,67,117
1300_50_4,INVERSION,1097,1330,81,233
1300_55_0,INVERSION,1042,1395,48,353
1300_55_1,INVERSION,384,506,68,122
1300_55_2,INVERSION,355,774,73,419
1300_55_3,INVERSION,360,701,75,341
1300_55_4,INVERSION,824,1201,77,377
1300_60_0,INVERSION,426,717,50,291
1300_60_1,INVERSION,762,1037,47,275
1300_60_2,INVERSION,341,732,59,391
1300_60_3,INVERSION,299,415,67,116
1300_60_4,INVERSION,331,485,65,154
1300_65_0,INVERSION,341,548,41,207
1300_65_1,INVERSION,497,904,33,407
1300_65_2,INVERSION,327,635,53,308
1300_65_3,INVERSION,829,1180,50,351
1300_65_4,INVERSION,466,882,38,416
1300_70_0,INVERSION,940,1166,42,226
1300_70_1,INVERSION,751,862,55,111
1300_70_2,INVERSION,468,775,34,307
1300_70_3,INVERSION,899,1188,51,289
1300_70_4,INVERSION,624,1048,37,424
1300_75_0,INVERSION,601,884,38,283
1300_75_1,INVERSION,866,1117,43,251
1300_75_2,INVERSION,333,730,44,397
1300_75_3,INVERSION,806,956,37,150
1300_75_4,INVERSION,745,1080,45,335
1400_30_0,INVERSION,310,445,118,135
1400_30_1,INVERSION,820,1079,105,259
1400_30_2,INVERSION,453,767,103,314
1400_30_3,INVERSION,1108,1537,96,429
1400_30_4,INVERSION,325,463,129,138
1400_35_0,INVERSION,732,830,97,98
1400_35_1,INVERSION,512,621,135,109
1400_35_2,INVERSION,506,927,92,421
1400_35_3,INVERSION,228,485,96,257
1400_35_4,INVERSION,693,969,86,276
1400_40_0,INVERSION,880,1259,91,379
1400_40_1,INVERSION,439,598,75,159
1400_40_2,INVERSION,1234,1491,71,257
1400_40_3,INVERSION,998,1379,88,381
1400_40_4,INVERSION,1238,1344,78,106
1400_45_0,INVERSION,856,1251,56,395
1400_45_1,INVERSION,739,826,74,87
1400_45_2,INVERSION,1147,1431,64,284
1400_45_3,INVERSION,298,401,81,103
1400_45_4,INVERSION,813,915,63,102
1400_50_0,INVERSION,820,1157,66,337
1400_50_1,INVERSION,770,890,59,120
1400_50_2,INVERSION,728,916,63,188
1400_50_3,INVERSION,387,604,66,217
1400_50_4,INVERSION,292,750,54,458
1400_55_0,INVERSION,343,803,53,460
1400_55_1,INVERSION,1201,1365,67,164
1400_55_2,INVERSION,324,660,54,336
1400_55_3,INVERSION,430,876,51,446
1400_55_4,INVERSION,231,403,68,172
1400_60_0,INVERSION,894,1022,41,128
1400_60_1,INVERSION,813,1232,52,419
1400_60_2,INVERSION,1011,1447,63,436
1400_60_3,INVERSION,484,752,48,268
1400_60_4,INVERSION,789,1124,57,335
1400_65_0,INVERSION,877,1251,41,374
1400_65_1,INVERSION,718,977,41,259
1400_65_2,INVERSION,1083,1330,36,247
1400_65_3,INVERSION,1060,1159,43,99
1400_65_4,INVERSION,553,930,49,377
1400_70_0,INVERSION,1072,1268,37,196
1400_70_1,INVERSION,578,988,50,410
1400_70_2,INVERSION,367,553,38,186
1400_70_3,INVERSION,625,990,42,365
1400_70_4,INVERSION,862,1000,50,138
1400_75_0,INVERSION,649,1083,35,434
1400_75_1,INVERSION,909,1320,39,411
1400_75_2,INVERSION,1083,1188,38,105
1400_75_3,INVERSION,584,759,39,175
1400_75_4,INVERSION,880,1104,45,224
1500_30_0,INVERSION,1313,1559,92,246
1500_30_1,INVERSION,1051,1223,90,172
1500_30_2,INVERSION,475,634,165,159
1500_30_3,INVERSION,534,852,149,318
1500_30_4,INVERSION,706,1091,100,385
1500_35_0,INVERSION,971,1161,85,190
1500_35_1,INVERSION,1268,1564,75,296
1500_35_2,INVERSION,626,1052,70,426
1500_35_3,INVERSION,164,291,122,127
1500_35_4,INVERSION,1169,1552,101,383
1500_40_0,INVERSION,1283,1575,79,292
1500_40_1,INVERSION,1139,1524,72,385
1500_40_2,INVERSION,1233,1716,72,483
1500_40_3,INVERSION,718,790,76,72
1500_40_4,INVERSION,978,1348,64,370
1500_45_0,INVERSION,850,1023,61,173
1500_45_1,INVERSION,717,970,90,253
1500_45_2,INVERSION,271,596,60,325
1500_45_3,INVERSION,637,1114,70,477
1500_45_4,INVERSION,942,1197,87,255
1500_50_0,INVERSION,1273,1376,63,103
1500_50_1,INVERSION,736,971,49,235
1500_50_2,INVERSION,727,1219,73,492
1500_50_3,INVERSION,1303,1402,55,99
1500_50_4,INVERSION,287,646,57,359
1500_55_0,INVERSION,1091,1283,67,192
1500_55_1,INVERSION,832,1113,70,281
1500_55_2,INVERSION,653,740,55,87
1500_55_3,INVERSION,426,614,61,188
1500_55_4,INVERSION,342,577,64,235
1500_60_0,INVERSION,826,1236,38,410
1500_60_1,INVERSION,901,1357,52,456
1500_60_2,INVERSION,784,1026,58,242
1500_60_3,INVERSION,549,684,41,135
1500_60_4,INVERSION,1254,1666,63,412
1500_65_0,INVERSION,662,878,52,216
1500_65_1,INVERSION,1122,1465,66,343
1500_65_2,INVERSION,662,786,45,124
1500_65_3,INVERSION,723,1192,47,469
1500_65_4,INVERSION,457,920,36,463
1500_70_0,INVERSION,721,895,46,174
1500_70_1,INVERSION,332,468,55,136
1500_70_2,INVERSION,629,1077,39,448
1500_70_3,INVERSION,1000,1441,35,441
1500_70_4,INVERSION,647,1079,40,432
1500_75_0,INVERSION,1006,1426,32,420
1500_75_1,INVERSION,1010,1156,32,146
1500_75_2,INVERSION,876,1013,47,137
1500_75_3,INVERSION,1136,1250,43,114
1500_75_4,INVERSION,711,1025,30,314
1600_30_0,INVERSION,371,743,95,372
1600_30_1,INVERSION,806,1091,127,285
1600_30_2,INVERSION,655,853,97,198
1600_30_3,INVERSION,145,280,133,135
1600_30_4,INVERSION,300,690,100,390
1600_35_0,INVERSION,1379,1808,83,429
1600_35_1,INVERSION,1103,1441,120,338
1600_35_2,INVERSION,1210,1365,121,155
1600_35_3,INVERSION,738,904,82,166
1600_35_4,INVERSION,827,1000,71,173
1600_40_0,INVERSION,317,521,66,204
1600_40_1,INVERSION,503,575,67,72
1600_40_2,INVERSION,916,1123,76,207
1600_40_3,INVERSION,516,657,108,141
1600_40_4,INVERSION,242,475,74,233
1600_45_0,INVERSION,501,1030,77,529
1600_45_1,INVERSION,425,565,57,140
1600_45_2,INVERSION,658,787,58,129
1600_45_3,INVERSION,360,466,63,106
1600_45_4,INVERSION,458,574,64,116
1600_50_0,INVERSION,667,1059,59,392
1600_50_1,INVERSION,786,1052,81,266
1600_50_2,INVERSION,720,952,57,232
1600_50_3,INVERSION,1052,1222,73,170
1600_50_4,INVERSION,618,738,82,120
1600_55_0,INVERSION,1194,1357,61,163
1600_55_1,INVERSION,1204,1352,57,148
1600_55_2,INVERSION,468,866,63,398
1600_55_3,INVERSION,410,796,52,386
1600_55_4,INVERSION,551,761,48,210
1600_60_0,INVERSION,725,1130,46,405
1600_60_1,INVERSION,416,791,76,375
1600_60_2,INVERSION,812,1259,55,447
1600_60_3,INVERSION,725,1171,40,446
1600_60_4,INVERSION,1102,1334,56,232
1600_65_0,INVERSION,583,867,60,284
1600_65_1,INVERSION,422,568,39,146
1600_65_2,INVERSION,735,974,43,239
1600_65_3,INVERSION,1195,1344,63,149
1600_65_4,INVERSION,510,703,50,193
1600_70_0,INVERSION,1047,1564,35,517
1600_70_1,INVERSION,674,1072,49,398
1600_70_2,INVERSION,735,1177,56,442
1600_70_3,INVERSION,614,1128,48,514
1600_70_4,INVERSION,861,1089,46,228
1600_75_0,INVERSION,906,1299,31,393
1600_75_1,INVERSION,773,982,41,209
1600_75_2,INVERSION,539,962,35,423
1600_75_3,INVERSION,1185,1321,31,136
1600_75_4,INVERSION,428,650,29,222
1700_30_0,INVERSION,1429,1826,158,397
1700_30_1,INVERSION,441,637,146,196
1700_30_2,INVERSION,1247,1794,120,547
1700_30_3,INVERSION,1166,1294,123,128
1700_30_4,INVERSION,1415,1823,88,408
1700_35_0,INVERSION,749,1001,90,252
1700_35_1,INVERSION,703,816,109,113
1700_35_2,INVERSION,200,663,122,463
1700_35_3,INVERSION,1055,1562,96,507
1700_35_4,INVERSION,1065,1269,74,204
1700_40_0,INVERSION,454,631,90,177
1700_40_1,INVERSION,1239,1653,75,414
1700_40_2,INVERSION,330,729,79,399
1700_40_3,INVERSION,524,981,69,457
1700_40_4,INVERSION,1307,1454,96,147
1700_45_0,INVERSION,854,1181,63,327
1700_45_1,INVERSION,1411,1520,73,109
1700_45_2,INVERSION,957,1467,78,510
1700_45_3,INVERSION,1470,1923,94,453
1700_45_4,INVERSION,242,420,65,178
1700_50_0,INVERSION,324,577,91,253
1700_50_1,INVERSION,1013,1448,61,435
1700_50_2,INVERSION,1429,1906,79,477
1700_50_3,INVERSION,469,1030,61,561
1700_50_4,INVERSION,923,1149,74,226
1700_55_0,INVERSION,926,1440,50,514
1700_55_1,INVERSION,1201,1303,59,102
1700_55_2,INVERSION,658,864,53,206
1700_55_3,INVERSION,1318,1612,48,294
1700_55_4,INVERSION,294,486,56,192
1700_60_0,INVERSION,359,506,42,147
1700_60_1,INVERSION,459,659,58,200
1700_60_2,INVERSION,660,1133,55,473
1700_60_3,INVERSION,1146,1352,53,206
1700_60_4,INVERSION,312,433,55,121
1700_65_0,INVERSION,1205,1567,33,362
1700_65_1,INVERSION,909,1460,58,551
1700_65_2,INVERSION,1090,1343,40,253
1700_65_3,INVERSION,421,907,35,486
1700_65_4,INVERSION,1179,1654,52,475
1700_70_0,INVERSION,1294,1518,47,224
1700_70_1,INVERSION,871,1208,58,337
1700_70_2,INVERSION,476,737,33,261
1700_70_3,INVERSION,973,1101,34,128
1700_70_4,INVERSION,1051,1405,45,354
1700_75_0,INVERSION,936,1354,38,418
1700_75_1,INVERSION,1175,1521,40,346
1700_75_2,INVERSION,559,856,32,297
1700_75_3,INVERSION,764,1282,43,518
1700_75_4,INVERSION,771,1287,33,516
1800_30_0,INVERSION,1443,1744,100,301
1800_30_1,INVERSION,660,860,100,200
1800_30_2,INVERSION,980,1201,161,221
1800_30_3,INVERSION,202,713,109,511
1800_30_4,INVERSION,1595,1779,136,184
1800_35_0,INVERSION,1066,1272,100,206
1800_35_1,INVERSION,269,839,75,570
1800_35_2,INVERSION,572,924,87,352
1800_35_3,INVERSION,815,1285,100,470
1800_35_4,INVERSION,1130,1641,111,511
1800_40_0,INVERSION,300,409,82,109
1800_40_1,INVERSION,1572,2078,81,506
1800_40_2,INVERSION,399,572,100,173
1800_40_3,INVERSION,333,739,70,406
