,real_type,real_start,real_end,read_count,var_size
600_55_3,INSERTION_SMALLER,147,148,73,98
600_55_4,INSERTION_SMALLER,217,218,71,165
600_60_0,INSERTION_SMALLER,297,298,63,125
600_60_1,INSERTION_SMALLER,129,130,51,122
600_60_2,INSERTION_SMALLER,116,117,69,145
600_60_3,INSERTION_SMALLER,269,270,57,197
600_60_4,INSERTION_SMALLER,286,287,61,80
600_65_0,INSERTION_SMALLER,418,419,58,83
600_65_1,INSERTION_SMALLER,321,322,54,174
600_65_2,INSERTION_SMALLER,361,362,44,102
600_65_3,INSERTION_SMALLER,99,100,80,107
600_65_4,INSERTION_SMALLER,449,450,42,107
600_70_0,INSERTION_SMALLER,431,432,41,47
600_70_1,INSERTION_SMALLER,170,171,43,149
600_70_2,INSERTION_SMALLER,317,318,50,83
600_70_3,INSERTION_SMALLER,447,448,74,100
600_70_4,INSERTION_SMALLER,274,275,52,139
600_75_0,INSERTION_SMALLER,231,232,60,171
600_75_1,INSERTION_SMALLER,306,307,57,195
600_75_2,INSERTION_SMALLER,200,201,59,120
600_75_3,INSERTION_SMALLER,433,434,57,123
600_75_4,INSERTION_SMALLER,343,344,42,85
700_30_0,INSERTION_SMALLER,456,457,132,80
700_30_1,INSERTION_SMALLER,272,273,145,148
700_30_2,INSERTION_SMALLER,300,301,177,224
700_30_3,INSERTION_SMALLER,290,291,121,174
700_30_4,INSERTION_SMALLER,277,278,140,205
700_35_0,INSERTION_SMALLER,329,330,134,167
700_35_1,INSERTION_SMALLER,481,482,100,85
700_35_2,INSERTION_SMALLER,551,552,124,26
700_35_3,INSERTION_SMALLER,536,537,127,183
700_35_4,INSERTION_SMALLER,420,421,130,136
700_40_0,INSERTION_SMALLER,228,229,153,226
700_40_1,INSERTION_SMALLER,333,334,114,90
700_40_2,INSERTION_SMALLER,579,580,107,28
700_40_3,INSERTION_SMALLER,376,377,84,172
700_40_4,INSERTION_SMALLER,428,429,108,181
700_45_0,INSERTION_SMALLER,394,395,70,114
700_45_1,INSERTION_SMALLER,108,109,72,138
700_45_2,INSERTION_SMALLER,562,563,96,32
700_45_3,INSERTION_SMALLER,498,499,95,108
700_45_4,INSERTION_SMALLER,129,130,114,227
700_50_0,INSERTION_SMALLER,378,379,63,72
700_50_1,INSERTION_SMALLER,149,150,77,200
700_50_2,INSERTION_SMALLER,502,503,117,159
700_50_3,INSERTION_SMALLER,505,506,136,195
700_50_4,INSERTION_SMALLER,443,444,92,71
700_55_0,INSERTION_SMALLER,311,312,60,56
700_55_1,INSERTION_SMALLER,452,453,63,53
700_55_2,INSERTION_SMALLER,442,443,97,193
700_55_3,INSERTION_SMALLER,355,356,98,112
700_55_4,INSERTION_SMALLER,516,517,59,65
700_60_0,INSERTION_SMALLER,576,577,52,42
700_60_1,INSERTION_SMALLER,262,263,53,107
700_60_2,INSERTION_SMALLER,192,193,66,139
700_60_3,INSERTION_SMALLER,142,143,58,103
700_60_4,INSERTION_SMALLER,537,538,76,203
700_65_0,INSERTION_SMALLER,357,358,87,207
700_65_1,INSERTION_SMALLER,520,521,64,177
700_65_2,INSERTION_SMALLER,317,318,58,113
700_65_3,INSERTION_SMALLER,273,274,56,103
700_65_4,INSERTION_SMALLER,348,349,58,67
700_70_0,INSERTION_SMALLER,262,263,73,229
700_70_1,INSERTION_SMALLER,394,395,57,156
700_70_2,INSERTION_SMALLER,234,235,50,103
700_70_3,INSERTION_SMALLER,269,270,56,144
700_70_4,INSERTION_SMALLER,395,396,39,55
700_75_0,INSERTION_SMALLER,247,248,47,139
700_75_1,INSERTION_SMALLER,292,293,36,96
700_75_2,INSERTION_SMALLER,174,175,57,143
700_75_3,INSERTION_SMALLER,194,195,43,133
700_75_4,INSERTION_SMALLER,458,459,45,134
800_30_0,INSERTION_SMALLER,205,206,147,59
800_30_1,INSERTION_SMALLER,417,418,138,162
800_30_2,INSERTION_SMALLER,138,139,143,31
800_30_3,INSERTION_SMALLER,501,502,111,102
800_30_4,INSERTION_SMALLER,246,247,119,154
800_35_0,INSERTION_SMALLER,502,503,124,160
800_35_1,INSERTION_SMALLER,675,676,114,73
800_35_2,INSERTION_SMALLER,496,497,83,149
800_35_3,INSERTION_SMALLER,669,670,105,148
800_35_4,INSERTION_SMALLER,151,152,101,65
800_40_0,INSERTION_SMALLER,698,699,94,83
800_40_1,INSERTION_SMALLER,498,499,124,203
800_40_2,INSERTION_SMALLER,165,166,103,102
800_40_3,INSERTION_SMALLER,657,658,129,237
800_40_4,INSERTION_SMALLER,266,267,95,106
800_45_0,INSERTION_SMALLER,151,152,64,99
800_45_1,INSERTION_SMALLER,518,519,76,235
800_45_2,INSERTION_SMALLER,247,248,66,58
800_45_3,INSERTION_SMALLER,542,543,77,149
800_45_4,INSERTION_SMALLER,650,651,89,227
800_50_0,INSERTION_SMALLER,149,150,67,94
800_50_1,INSERTION_SMALLER,244,245,78,264
800_50_2,INSERTION_SMALLER,478,479,85,217
800_50_3,INSERTION_SMALLER,375,376,89,222
800_50_4,INSERTION_SMALLER,168,169,66,154
800_55_0,INSERTION_SMALLER,426,427,56,83
800_55_1,INSERTION_SMALLER,216,217,87,235
800_55_2,INSERTION_SMALLER,501,502,103,135
800_55_3,INSERTION_SMALLER,506,507,59,92
800_55_4,INSERTION_SMALLER,254,255,75,199
800_60_0,INSERTION_SMALLER,595,596,58,181
800_60_1,INSERTION_SMALLER,291,292,68,216
800_60_2,INSERTION_SMALLER,403,404,67,257
800_60_3,INSERTION_SMALLER,413,414,58,144
800_60_4,INSERTION_SMALLER,540,541,65,144
800_65_0,INSERTION_SMALLER,355,356,70,218
800_65_1,INSERTION_SMALLER,553,554,62,200
800_65_2,INSERTION_SMALLER,406,407,49,75
800_65_3,INSERTION_SMALLER,527,528,59,131
800_65_4,INSERTION_SMALLER,506,507,65,53
800_70_0,INSERTION_SMALLER,607,608,43,126
800_70_1,INSERTION_SMALLER,372,373,49,62
800_70_2,INSERTION_SMALLER,301,302,48,149
800_70_3,INSERTION_SMALLER,506,507,40,106
800_70_4,INSERTION_SMALLER,462,463,59,98
800_75_0,INSERTION_SMALLER,583,584,67,243
800_75_1,INSERTION_SMALLER,500,501,56,109
800_75_2,INSERTION_SMALLER,287,288,36,94
800_75_3,INSERTION_SMALLER,523,524,50,118
800_75_4,INSERTION_SMALLER,471,472,57,131
900_30_0,INSERTION_SMALLER,264,265,131,113
900_30_1,INSERTION_SMALLER,686,687,207,108
900_30_2,INSERTION_SMALLER,144,145,139,246
900_30_3,INSERTION_SMALLER,603,604,163,125
900_30_4,INSERTION_SMALLER,125,126,145,126
900_35_0,INSERTION_SMALLER,689,690,149,238
900_35_1,INSERTION_SMALLER,504,505,106,166
900_35_2,INSERTION_SMALLER,113,114,147,138
900_35_3,INSERTION_SMALLER,481,482,136,76
900_35_4,INSERTION_SMALLER,767,768,141,36
900_40_0,INSERTION_SMALLER,291,292,118,278
900_40_1,INSERTION_SMALLER,665,666,138,251
900_40_2,INSERTION_SMALLER,253,254,80,239
900_40_3,INSERTION_SMALLER,726,727,135,218
900_40_4,INSERTION_SMALLER,301,302,89,218
900_45_0,INSERTION_SMALLER,286,287,86,136
900_45_1,INSERTION_SMALLER,176,177,69,44
900_45_2,INSERTION_SMALLER,553,554,109,246
900_45_3,INSERTION_SMALLER,335,336,82,174
900_45_4,INSERTION_SMALLER,614,615,79,126
900_50_0,INSERTION_SMALLER,165,166,67,134
900_50_1,INSERTION_SMALLER,769,770,97,118
900_50_2,INSERTION_SMALLER,143,144,98,255
900_50_3,INSERTION_SMALLER,202,203,67,103
900_50_4,INSERTION_SMALLER,501,502,73,48
900_55_0,INSERTION_SMALLER,237,238,78,273
900_55_1,INSERTION_SMALLER,543,544,65,220
900_55_2,INSERTION_SMALLER,576,577,65,198
900_55_3,INSERTION_SMALLER,527,528,96,286
900_55_4,INSERTION_SMALLER,205,206,67,265
900_60_0,INSERTION_SMALLER,659,660,58,269
900_60_1,INSERTION_SMALLER,465,466,83,287
900_60_2,INSERTION_SMALLER,179,180,45,115
900_60_3,INSERTION_SMALLER,717,718,49,288
900_60_4,INSERTION_SMALLER,544,545,61,70
900_65_0,INSERTION_SMALLER,261,262,62,169
900_65_1,INSERTION_SMALLER,504,505,56,104
900_65_2,INSERTION_SMALLER,374,375,52,84
900_65_3,INSERTION_SMALLER,156,157,54,85
900_65_4,INSERTION_SMALLER,408,409,57,150
900_70_0,INSERTION_SMALLER,533,534,53,111
900_70_1,INSERTION_SMALLER,677,678,65,185
900_70_2,INSERTION_SMALLER,646,647,66,285
900_70_3,INSERTION_SMALLER,438,439,47,143
900_70_4,INSERTION_SMALLER,432,433,51,220
900_75_0,INSERTION_SMALLER,390,391,70,289
900_75_1,INSERTION_SMALLER,433,434,63,223
900_75_2,INSERTION_SMALLER,274,275,44,124
900_75_3,INSERTION_SMALLER,551,552,51,279
900_75_4,INSERTION_SMALLER,708,709,46,104
1000_30_0,INSERTION_SMALLER,361,362,130,187
1000_30_1,INSERTION_SMALLER,727,728,157,289
1000_30_2,INSERTION_SMALLER,219,220,114,151
1000_30_3,INSERTION_SMALLER,817,818,196,223
1000_30_4,INSERTION_SMALLER,316,317,156,180
1000_35_0,INSERTION_SMALLER,662,663,151,147
1000_35_1,INSERTION_SMALLER,830,831,106,230
1000_35_2,INSERTION_SMALLER,575,576,135,111
1000_35_3,INSERTION_SMALLER,328,329,82,110
1000_35_4,INSERTION_SMALLER,331,332,184,227
1000_40_0,INSERTION_SMALLER,289,290,139,290
1000_40_1,INSERTION_SMALLER,252,253,85,85
1000_40_2,INSERTION_SMALLER,529,530,96,324
1000_40_3,INSERTION_SMALLER,658,659,76,173
1000_40_4,INSERTION_SMALLER,134,135,132,306
1000_45_0,INSERTION_SMALLER,862,863,96,135
1000_45_1,INSERTION_SMALLER,524,525,103,261
1000_45_2,INSERTION_SMALLER,651,652,87,153
1000_45_3,INSERTION_SMALLER,413,414,85,150
1000_45_4,INSERTION_SMALLER,553,554,89,49
1000_50_0,INSERTION_SMALLER,209,210,91,231
1000_50_1,INSERTION_SMALLER,756,757,69,171
1000_50_2,INSERTION_SMALLER,506,507,72,97
1000_50_3,INSERTION_SMALLER,396,397,85,272
1000_50_4,INSERTION_SMALLER,476,477,85,261
1000_55_0,INSERTION_SMALLER,251,252,56,118
1000_55_1,INSERTION_SMALLER,274,275,53,114
1000_55_2,INSERTION_SMALLER,432,433,90,234
1000_55_3,INSERTION_SMALLER,820,821,58,268
1000_55_4,INSERTION_SMALLER,525,526,59,303
1000_60_0,INSERTION_SMALLER,642,643,80,199
1000_60_1,INSERTION_SMALLER,769,770,63,247
1000_60_2,INSERTION_SMALLER,683,684,103,266
1000_60_3,INSERTION_SMALLER,426,427,73,95
1000_60_4,INSERTION_SMALLER,409,410,57,273
1000_65_0,INSERTION_SMALLER,763,764,50,86
1000_65_1,INSERTION_SMALLER,603,604,59,172
1000_65_2,INSERTION_SMALLER,522,523,50,78
1000_65_3,INSERTION_SMALLER,775,776,56,256
1000_65_4,INSERTION_SMALLER,277,278,58,181
1000_70_0,INSERTION_SMALLER,551,552,57,292
1000_70_1,INSERTION_SMALLER,475,476,63,161
1000_70_2,INSERTION_SMALLER,668,669,42,73
1000_70_3,INSERTION_SMALLER,249,250,62,261
1000_70_4,INSERTION_SMALLER,269,270,49,108
1000_75_0,INSERTION_SMALLER,325,326,44,94
1000_75_1,INSERTION_SMALLER,583,584,54,186
1000_75_2,INSERTION_SMALLER,426,427,43,280
1000_75_3,INSERTION_SMALLER,775,776,45,189
1000_75_4,INSERTION_SMALLER,620,621,41,304
1100_30_0,INSERTION_SMALLER,225,226,124,173
1100_30_1,INSERTION_SMALLER,704,705,126,317
1100_30_2,INSERTION_SMALLER,956,957,157,333
1100_30_3,INSERTION_SMALLER,936,937,121,355
1100_30_4,INSERTION_SMALLER,1007,1008,164,291
1100_35_0,INSERTION_SMALLER,243,244,144,366
1100_35_1,INSERTION_SMALLER,904,905,139,184
1100_35_2,INSERTION_SMALLER,299,300,94,273
1100_35_3,INSERTION_SMALLER,419,420,76,52
1100_35_4,INSERTION_SMALLER,836,837,94,303
1100_40_0,INSERTION_SMALLER,931,932,133,359
1100_40_1,INSERTION_SMALLER,772,773,95,184
1100_40_2,INSERTION_SMALLER,437,438,88,167
1100_40_3,INSERTION_SMALLER,891,892,92,336
1100_40_4,INSERTION_SMALLER,494,495,107,58
1100_45_0,INSERTION_SMALLER,361,362,73,169
1100_45_1,INSERTION_SMALLER,287,288,95,256
1100_45_2,INSERTION_SMALLER,744,745,95,101
1100_45_3,INSERTION_SMALLER,621,622,142,316
1100_45_4,INSERTION_SMALLER,661,662,95,155
1100_50_0,INSERTION_SMALLER,701,702,69,90
1100_50_1,INSERTION_SMALLER,224,225,75,126
1100_50_2,INSERTION_SMALLER,315,316,110,226
1100_50_3,INSERTION_SMALLER,649,650,100,307
1100_50_4,INSERTION_SMALLER,885,886,86,140
1100_55_0,INSERTION_SMALLER,676,677,95,138
1100_55_1,INSERTION_SMALLER,310,311,80,321
1100_55_2,INSERTION_SMALLER,696,697,61,164
1100_55_3,INSERTION_SMALLER,447,448,65,105
1100_55_4,INSERTION_SMALLER,843,844,63,283
1100_60_0,INSERTION_SMALLER,212,213,85,240
1100_60_1,INSERTION_SMALLER,743,744,77,116
1100_60_2,INSERTION_SMALLER,860,861,57,88
1100_60_3,INSERTION_SMALLER,744,745,60,255
1100_60_4,INSERTION_SMALLER,767,768,58,272
1100_65_0,INSERTION_SMALLER,385,386,56,99
1100_65_1,INSERTION_SMALLER,324,325,64,229
1100_65_2,INSERTION_SMALLER,588,589,45,100
1100_65_3,INSERTION_SMALLER,373,374,63,147
1100_65_4,INSERTION_SMALLER,840,841,68,338
1100_70_0,INSERTION_SMALLER,326,327,45,81
1100_70_1,INSERTION_SMALLER,269,270,40,79
1100_70_2,INSERTION_SMALLER,621,622,47,179
1100_70_3,INSERTION_SMALLER,666,667,57,250
1100_70_4,INSERTION_SMALLER,245,246,49,147
1100_75_0,INSERTION_SMALLER,533,534,50,304
1100_75_1,INSERTION_SMALLER,775,776,45,184
1100_75_2,INSERTION_SMALLER,620,621,37,169
1100_75_3,INSERTION_SMALLER,710,711,64,233
1100_75_4,INSERTION_SMALLER,489,490,59,94
1200_30_0,INSERTION_SMALLER,330,331,109,185
1200_30_1,INSERTION_SMALLER,787,788,123,50
1200_30_2,INSERTION_SMALLER,877,878,146,165
1200_30_3,INSERTION_SMALLER,1049,1050,127,264
1200_30_4,INSERTION_SMALLER,258,259,223,334
1200_35_0,INSERTION_SMALLER,999,1000,85,136
1200_35_1,INSERTION_SMALLER,193,194,99,190
1200_35_2,INSERTION_SMALLER,133,134,91,54
1200_35_3,INSERTION_SMALLER,944,945,110,307
1200_35_4,INSERTION_SMALLER,174,175,113,333
1200_40_0,INSERTION_SMALLER,343,344,101,392
1200_40_1,INSERTION_SMALLER,170,171,100,106
1200_40_2,INSERTION_SMALLER,784,785,118,184
1200_40_3,INSERTION_SMALLER,679,680,78,158
1200_40_4,INSERTION_SMALLER,474,475,103,259
1200_45_0,INSERTION_SMALLER,637,638,76,64
1200_45_1,INSERTION_SMALLER,456,457,99,141
1200_45_2,INSERTION_SMALLER,774,775,92,246
1200_45_3,INSERTION_SMALLER,612,613,97,331
1200_45_4,INSERTION_SMALLER,668,669,91,93
1200_50_0,INSERTION_SMALLER,782,783,58,203
1200_50_1,INSERTION_SMALLER,517,518,69,236
1200_50_2,INSERTION_SMALLER,538,539,59,176
1200_50_3,INSERTION_SMALLER,645,646,64,123
1200_50_4,INSERTION_SMALLER,740,741,86,195
1200_55_0,INSERTION_SMALLER,396,397,102,262
1200_55_1,INSERTION_SMALLER,643,644,97,125
1200_55_2,INSERTION_SMALLER,345,346,79,122
1200_55_3,INSERTION_SMALLER,350,351,64,160
1200_55_4,INSERTION_SMALLER,961,962,97,286
1200_60_0,INSERTION_SMALLER,707,708,70,365
1200_60_1,INSERTION_SMALLER,553,554,50,109
1200_60_2,INSERTION_SMALLER,423,424,80,390
1200_60_3,INSERTION_SMALLER,625,626,53,204
1200_60_4,INSERTION_SMALLER,887,888,63,290
1200_65_0,INSERTION_SMALLER,795,796,46,204
1200_65_1,INSERTION_SMALLER,856,857,83,282
1200_65_2,INSERTION_SMALLER,549,550,55,265
1200_65_3,INSERTION_SMALLER,434,435,56,353
1200_65_4,INSERTION_SMALLER,293,294,44,101
1200_70_0,INSERTION_SMALLER,284,285,48,381
1200_70_1,INSERTION_SMALLER,953,954,51,260
1200_70_2,INSERTION_SMALLER,405,406,40,131
1200_70_3,INSERTION_SMALLER,637,638,55,218
1200_70_4,INSERTION_SMALLER,320,321,45,310
1200_75_0,INSERTION_SMALLER,620,621,48,168
1200_75_1,INSERTION_SMALLER,825,826,49,315
1200_75_2,INSERTION_SMALLER,862,863,47,292
1200_75_3,INSERTION_SMALLER,729,730,43,266
1200_75_4,INSERTION_SMALLER,741,742,61,169
1300_30_0,INSERTION_SMALLER,1132,1133,97,44
1300_30_1,INSERTION_SMALLER,717,718,163,350
1300_30_2,INSERTION_SMALLER,688,689,142,424
1300_30_3,INSERTION_SMALLER,729,730,113,305
1300_30_4,INSERTION_SMALLER,254,255,161,268
1300_35_0,INSERTION_SMALLER,385,386,97,73
1300_35_1,INSERTION_SMALLER,684,685,84,221
1300_35_2,INSERTION_SMALLER,603,604,181,353
1300_35_3,INSERTION_SMALLER,270,271,99,254
1300_35_4,INSERTION_SMALLER,730,731,179,404
1300_40_0,INSERTION_SMALLER,761,762,132,410
1300_40_1,INSERTION_SMALLER,1110,1111,89,203
1300_40_2,INSERTION_SMALLER,394,395,73,223
1300_40_3,INSERTION_SMALLER,356,357,76,315
1300_40_4,INSERTION_SMALLER,794,795,103,231
1300_45_0,INSERTION_SMALLER,837,838,80,218
1300_45_1,INSERTION_SMALLER,1097,1098,82,150
1300_45_2,INSERTION_SMALLER,686,687,89,175
1300_45_3,INSERTION_SMALLER,178,179,78,414
1300_45_4,INSERTION_SMALLER,820,821,108,301
1300_50_0,INSERTION_SMALLER,230,231,60,170
1300_50_1,INSERTION_SMALLER,587,588,99,425
1300_50_2,INSERTION_SMALLER,337,338,79,353
1300_50_3,INSERTION_SMALLER,645,646,65,343
1300_50_4,INSERTION_SMALLER,644,645,103,309
1300_55_0,INSERTION_SMALLER,536,537,83,353
1300_55_1,INSERTION_SMALLER,498,499,77,118
1300_55_2,INSERTION_SMALLER,836,837,83,260
1300_55_3,INSERTION_SMALLER,426,427,86,392
1300_55_4,INSERTION_SMALLER,482,483,67,310
1300_60_0,INSERTION_SMALLER,1007,1008,48,178
1300_60_1,INSERTION_SMALLER,433,434,64,98
1300_60_2,INSERTION_SMALLER,910,911,59,269
1300_60_3,INSERTION_SMALLER,404,405,66,397
1300_60_4,INSERTION_SMALLER,486,487,61,428
1300_65_0,INSERTION_SMALLER,963,964,60,350
1300_65_1,INSERTION_SMALLER,847,848,65,373
1300_65_2,INSERTION_SMALLER,989,990,45,152
1300_65_3,INSERTION_SMALLER,1065,1066,57,397
1300_65_4,INSERTION_SMALLER,978,979,63,405
1300_70_0,INSERTION_SMALLER,753,754,51,130
1300_70_1,INSERTION_SMALLER,1006,1007,52,364
1300_70_2,INSERTION_SMALLER,347,348,41,164
1300_70_3,INSERTION_SMALLER,367,368,51,111
1300_70_4,INSERTION_SMALLER,437,438,43,151
1300_75_0,INSERTION_SMALLER,334,335,41,323
1300_75_1,INSERTION_SMALLER,914,915,54,239
1300_75_2,INSERTION_SMALLER,888,889,47,380
1300_75_3,INSERTION_SMALLER,853,854,43,111
1300_75_4,INSERTION_SMALLER,533,534,44,296
1400_30_0,INSERTION_SMALLER,734,735,141,350
1400_30_1,INSERTION_SMALLER,659,660,113,243
1400_30_2,INSERTION_SMALLER,956,957,122,307
1400_30_3,INSERTION_SMALLER,778,779,107,149
1400_30_4,INSERTION_SMALLER,464,465,149,442
1400_35_0,INSERTION_SMALLER,296,297,100,124
1400_35_1,INSERTION_SMALLER,498,499,142,224
1400_35_2,INSERTION_SMALLER,1178,1179,158,285
1400_35_3,INSERTION_SMALLER,602,603,97,323
1400_35_4,INSERTION_SMALLER,217,218,107,221
1400_40_0,INSERTION_SMALLER,990,991,113,428
1400_40_1,INSERTION_SMALLER,166,167,110,193
1400_40_2,INSERTION_SMALLER,1186,1187,83,427
1400_40_3,INSERTION_SMALLER,721,722,113,330
1400_40_4,INSERTION_SMALLER,539,540,79,186
1400_45_0,INSERTION_SMALLER,641,642,84,407
1400_45_1,INSERTION_SMALLER,1016,1017,74,77
1400_45_2,INSERTION_SMALLER,1190,1191,99,245
1400_45_3,INSERTION_SMALLER,904,905,84,192
1400_45_4,INSERTION_SMALLER,761,762,137,425
1400_50_0,INSERTION_SMALLER,818,819,80,72
1400_50_1,INSERTION_SMALLER,250,251,68,89
1400_50_2,INSERTION_SMALLER,709,710,80,425
1400_50_3,INSERTION_SMALLER,1016,1017,86,320
1400_50_4,INSERTION_SMALLER,1072,1073,91,200
1400_55_0,INSERTION_SMALLER,1057,1058,69,187
1400_55_1,INSERTION_SMALLER,923,924,84,458
1400_55_2,INSERTION_SMALLER,785,786,99,419
1400_55_3,INSERTION_SMALLER,890,891,75,413
1400_55_4,INSERTION_SMALLER,542,543,71,367
1400_60_0,INSERTION_SMALLER,408,409,75,416
1400_60_1,INSERTION_SMALLER,257,258,65,456
1400_60_2,INSERTION_SMALLER,848,849,70,297
1400_60_3,INSERTION_SMALLER,544,545,53,337
1400_60_4,INSERTION_SMALLER,523,524,64,395
1400_65_0,INSERTION_SMALLER,836,837,74,411
1400_65_1,INSERTION_SMALLER,776,777,51,385
1400_65_2,INSERTION_SMALLER,367,368,47,138
1400_65_3,INSERTION_SMALLER,742,743,64,144
1400_65_4,INSERTION_SMALLER,593,594,41,308
1400_70_0,INSERTION_SMALLER,338,339,64,255
1400_70_1,INSERTION_SMALLER,519,520,50,204
1400_70_2,INSERTION_SMALLER,957,958,53,249
1400_70_3,INSERTION_SMALLER,969,970,64,309
1400_70_4,INSERTION_SMALLER,880,881,50,327
1400_75_0,INSERTION_SMALLER,346,347,60,215
1400_75_1,INSERTION_SMALLER,1023,1024,63,460
1400_75_2,INSERTION_SMALLER,1028,1029,40,270
1400_75_3,INSERTION_SMALLER,753,754,42,194
1400_75_4,INSERTION_SMALLER,932,933,59,272
1500_30_0,INSERTION_SMALLER,156,157,182,194
1500_30_1,INSERTION_SMALLER,730,731,111,142
1500_30_2,INSERTION_SMALLER,906,907,145,59
1500_30_3,INSERTION_SMALLER,737,738,121,323
1500_30_4,INSERTION_SMALLER,1157,1158,128,95
1500_35_0,INSERTION_SMALLER,320,321,81,102
1500_35_1,INSERTION_SMALLER,168,169,103,117
1500_35_2,INSERTION_SMALLER,907,908,110,214
1500_35_3,INSERTION_SMALLER,802,803,94,284
1500_35_4,INSERTION_SMALLER,395,396,103,280
1500_40_0,INSERTION_SMALLER,518,519,109,312
1500_40_1,INSERTION_SMALLER,898,899,127,130
1500_40_2,INSERTION_SMALLER,841,842,78,101
1500_40_3,INSERTION_SMALLER,554,555,117,152
1500_40_4,INSERTION_SMALLER,1063,1064,84,295
1500_45_0,INSERTION_SMALLER,432,433,110,344
1500_45_1,INSERTION_SMALLER,408,409,82,291
1500_45_2,INSERTION_SMALLER,580,581,83,375
1500_45_3,INSERTION_SMALLER,979,980,79,469
1500_45_4,INSERTION_SMALLER,459,460,107,297
1500_50_0,INSERTION_SMALLER,1051,1052,98,450
1500_50_1,INSERTION_SMALLER,412,413,67,137
1500_50_2,INSERTION_SMALLER,434,435,75,464
1500_50_3,INSERTION_SMALLER,1115,1116,79,150
