,real_type,real_start,real_end,read_count,var_size
900_45_3,TANDEM,505,597,60,92
900_45_4,TANDEM,299,472,77,173
900_50_0,TANDEM,492,622,66,130
900_50_1,TANDEM,165,428,78,263
900_50_2,TANDEM,292,353,68,61
900_50_3,TANDEM,251,431,70,180
900_50_4,TANDEM,394,459,58,65
900_55_0,TANDEM,448,707,70,259
900_55_1,TANDEM,327,577,81,250
900_55_2,TANDEM,540,632,73,92
900_55_3,TANDEM,470,566,56,96
900_55_4,TANDEM,458,534,67,76
900_60_0,TANDEM,509,711,70,202
900_60_1,TANDEM,482,573,53,91
900_60_2,TANDEM,319,507,57,188
900_60_3,TANDEM,244,508,69,264
900_60_4,TANDEM,324,529,60,205
900_65_0,TANDEM,578,646,57,68
900_65_1,TANDEM,192,385,60,193
900_65_2,TANDEM,198,257,56,59
900_65_3,TANDEM,512,717,62,205
900_65_4,TANDEM,404,599,72,195
900_70_0,TANDEM,361,614,57,253
900_70_1,TANDEM,246,396,65,150
900_70_2,TANDEM,200,273,40,73
900_70_3,TANDEM,280,502,44,222
900_70_4,TANDEM,283,442,73,159
900_75_0,TANDEM,405,509,51,104
900_75_1,TANDEM,421,609,68,188
900_75_2,TANDEM,259,494,60,235
900_75_3,TANDEM,434,722,51,288
900_75_4,TANDEM,469,633,58,164
1000_30_0,TANDEM,231,517,162,286
1000_30_1,TANDEM,501,581,156,80
1000_30_2,TANDEM,642,698,113,56
1000_30_3,TANDEM,658,895,136,237
1000_30_4,TANDEM,562,884,152,322
1000_35_0,TANDEM,659,828,130,169
1000_35_1,TANDEM,440,602,151,162
1000_35_2,TANDEM,103,305,137,202
1000_35_3,TANDEM,544,583,109,39
1000_35_4,TANDEM,190,267,86,77
1000_40_0,TANDEM,207,437,97,230
1000_40_1,TANDEM,199,516,89,317
1000_40_2,TANDEM,368,617,90,249
1000_40_3,TANDEM,249,488,91,239
1000_40_4,TANDEM,525,753,108,228
1000_45_0,TANDEM,199,260,66,61
1000_45_1,TANDEM,609,671,110,62
1000_45_2,TANDEM,301,349,90,48
1000_45_3,TANDEM,506,804,79,298
1000_45_4,TANDEM,431,540,89,109
1000_50_0,TANDEM,272,385,71,113
1000_50_1,TANDEM,229,289,70,60
1000_50_2,TANDEM,542,757,89,215
1000_50_3,TANDEM,748,800,56,52
1000_50_4,TANDEM,252,465,66,213
1000_55_0,TANDEM,373,679,66,306
1000_55_1,TANDEM,340,471,51,131
1000_55_2,TANDEM,260,541,62,281
1000_55_3,TANDEM,268,565,103,297
1000_55_4,TANDEM,621,744,56,123
1000_60_0,TANDEM,541,643,82,102
1000_60_1,TANDEM,476,701,95,225
1000_60_2,TANDEM,633,704,61,71
1000_60_3,TANDEM,502,645,55,143
1000_60_4,TANDEM,369,505,59,136
1000_65_0,TANDEM,228,437,49,209
1000_65_1,TANDEM,263,506,45,243
1000_65_2,TANDEM,522,607,71,85
1000_65_3,TANDEM,290,605,67,315
1000_65_4,TANDEM,274,516,79,242
1000_70_0,TANDEM,423,592,74,169
1000_70_1,TANDEM,596,753,45,157
1000_70_2,TANDEM,428,500,54,72
1000_70_3,TANDEM,543,778,44,235
1000_70_4,TANDEM,228,520,63,292
1000_75_0,TANDEM,316,502,39,186
1000_75_1,TANDEM,393,636,43,243
1000_75_2,TANDEM,530,664,42,134
1000_75_3,TANDEM,299,401,42,102
1000_75_4,TANDEM,532,649,48,117
1100_30_0,TANDEM,339,606,149,267
1100_30_1,TANDEM,571,739,124,168
1100_30_2,TANDEM,262,394,131,132
1100_30_3,TANDEM,848,896,101,48
1100_30_4,TANDEM,344,530,131,186
1100_35_0,TANDEM,517,787,119,270
1100_35_1,TANDEM,169,446,152,277
1100_35_2,TANDEM,458,614,93,156
1100_35_3,TANDEM,149,405,103,256
1100_35_4,TANDEM,821,945,107,124
1100_40_0,TANDEM,766,898,80,132
1100_40_1,TANDEM,530,670,74,140
1100_40_2,TANDEM,521,618,116,97
1100_40_3,TANDEM,166,408,87,242
1100_40_4,TANDEM,603,690,98,87
1100_45_0,TANDEM,282,371,67,89
1100_45_1,TANDEM,637,939,74,302
1100_45_2,TANDEM,389,607,96,218
1100_45_3,TANDEM,375,448,87,73
1100_45_4,TANDEM,325,573,77,248
1100_50_0,TANDEM,273,596,115,323
1100_50_1,TANDEM,534,761,81,227
1100_50_2,TANDEM,418,543,61,125
1100_50_3,TANDEM,326,383,55,57
1100_50_4,TANDEM,564,896,82,332
1100_55_0,TANDEM,564,892,87,328
1100_55_1,TANDEM,408,469,82,61
1100_55_2,TANDEM,495,788,100,293
1100_55_3,TANDEM,335,663,86,328
1100_55_4,TANDEM,357,514,58,157
1100_60_0,TANDEM,556,749,85,193
1100_60_1,TANDEM,207,484,80,277
1100_60_2,TANDEM,661,873,59,212
1100_60_3,TANDEM,538,897,82,359
1100_60_4,TANDEM,518,800,75,282
1100_65_0,TANDEM,208,561,70,353
1100_65_1,TANDEM,466,730,55,264
1100_65_2,TANDEM,279,557,48,278
1100_65_3,TANDEM,254,417,60,163
1100_65_4,TANDEM,338,453,43,115
1100_70_0,TANDEM,610,845,72,235
1100_70_1,TANDEM,500,680,43,180
1100_70_2,TANDEM,262,619,77,357
1100_70_3,TANDEM,695,825,55,130
1100_70_4,TANDEM,522,664,62,142
1100_75_0,TANDEM,592,738,59,146
1100_75_1,TANDEM,339,492,40,153
1100_75_2,TANDEM,488,746,39,258
1100_75_3,TANDEM,484,738,37,254
1100_75_4,TANDEM,683,778,42,95
1200_30_0,TANDEM,478,616,157,138
1200_30_1,TANDEM,963,1096,103,133
1200_30_2,TANDEM,530,819,146,289
1200_30_3,TANDEM,625,795,118,170
1200_30_4,TANDEM,115,403,140,288
1200_35_0,TANDEM,329,375,81,46
1200_35_1,TANDEM,692,894,104,202
1200_35_2,TANDEM,176,560,132,384
1200_35_3,TANDEM,436,614,104,178
1200_35_4,TANDEM,175,575,141,400
1200_40_0,TANDEM,163,280,68,117
1200_40_1,TANDEM,409,473,105,64
1200_40_2,TANDEM,171,276,70,105
1200_40_3,TANDEM,609,795,92,186
1200_40_4,TANDEM,196,249,90,53
1200_45_0,TANDEM,443,567,75,124
1200_45_1,TANDEM,389,732,88,343
1200_45_2,TANDEM,610,1010,109,400
1200_45_3,TANDEM,629,750,103,121
1200_45_4,TANDEM,332,651,98,319
1200_50_0,TANDEM,257,600,78,343
1200_50_1,TANDEM,788,881,74,93
1200_50_2,TANDEM,903,972,59,69
1200_50_3,TANDEM,613,979,79,366
1200_50_4,TANDEM,346,500,64,154
1200_55_0,TANDEM,685,920,67,235
1200_55_1,TANDEM,591,865,59,274
1200_55_2,TANDEM,440,822,110,382
1200_55_3,TANDEM,641,924,63,283
1200_55_4,TANDEM,430,626,85,196
1200_60_0,TANDEM,553,712,57,159
1200_60_1,TANDEM,384,772,61,388
1200_60_2,TANDEM,279,614,68,335
1200_60_3,TANDEM,790,932,65,142
1200_60_4,TANDEM,318,684,77,366
1200_65_0,TANDEM,391,695,72,304
1200_65_1,TANDEM,663,811,56,148
1200_65_2,TANDEM,679,864,65,185
1200_65_3,TANDEM,420,756,57,336
1200_65_4,TANDEM,231,426,48,195
1200_70_0,TANDEM,620,897,53,277
1200_70_1,TANDEM,319,716,56,397
1200_70_2,TANDEM,641,851,45,210
1200_70_3,TANDEM,320,589,45,269
1200_70_4,TANDEM,460,602,64,142
1200_75_0,TANDEM,687,813,41,126
1200_75_1,TANDEM,380,722,61,342
1200_75_2,TANDEM,270,395,38,125
1200_75_3,TANDEM,275,597,54,322
1200_75_4,TANDEM,584,959,55,375
1300_30_0,TANDEM,858,1155,127,297
1300_30_1,TANDEM,554,974,149,420
1300_30_2,TANDEM,257,667,177,410
1300_30_3,TANDEM,773,1013,132,240
1300_30_4,TANDEM,106,372,190,266
1300_35_0,TANDEM,458,868,112,410
1300_35_1,TANDEM,487,567,97,80
1300_35_2,TANDEM,293,544,98,251
1300_35_3,TANDEM,798,1030,128,232
1300_35_4,TANDEM,807,1036,121,229
1300_40_0,TANDEM,823,918,79,95
1300_40_1,TANDEM,444,767,85,323
1300_40_2,TANDEM,349,597,77,248
1300_40_3,TANDEM,287,371,105,84
1300_40_4,TANDEM,357,760,86,403
1300_45_0,TANDEM,747,840,85,93
1300_45_1,TANDEM,877,945,70,68
1300_45_2,TANDEM,680,910,79,230
1300_45_3,TANDEM,212,383,68,171
1300_45_4,TANDEM,877,947,84,70
1300_50_0,TANDEM,306,678,92,372
1300_50_1,TANDEM,624,892,76,268
1300_50_2,TANDEM,325,614,81,289
1300_50_3,TANDEM,925,990,72,65
1300_50_4,TANDEM,591,877,71,286
1300_55_0,TANDEM,215,406,86,191
1300_55_1,TANDEM,677,935,58,258
1300_55_2,TANDEM,530,697,75,167
1300_55_3,TANDEM,736,825,48,89
1300_55_4,TANDEM,698,1016,75,318
1300_60_0,TANDEM,460,722,71,262
1300_60_1,TANDEM,441,747,68,306
1300_60_2,TANDEM,779,1039,61,260
1300_60_3,TANDEM,380,644,76,264
1300_60_4,TANDEM,649,899,68,250
1300_65_0,TANDEM,324,704,50,380
1300_65_1,TANDEM,325,653,62,328
1300_65_2,TANDEM,437,626,52,189
1300_65_3,TANDEM,769,940,47,171
1300_65_4,TANDEM,360,770,66,410
1300_70_0,TANDEM,356,701,50,345
1300_70_1,TANDEM,379,523,60,144
1300_70_2,TANDEM,607,715,54,108
1300_70_3,TANDEM,295,516,42,221
1300_70_4,TANDEM,374,514,50,140
1300_75_0,TANDEM,582,864,57,282
1300_75_1,TANDEM,342,674,56,332
1300_75_2,TANDEM,589,1004,45,415
1300_75_3,TANDEM,614,915,46,301
1300_75_4,TANDEM,551,972,54,421
1400_30_0,TANDEM,234,529,127,295
1400_30_1,TANDEM,579,649,125,70
1400_30_2,TANDEM,747,878,177,131
1400_30_3,TANDEM,572,689,129,117
1400_30_4,TANDEM,251,429,141,178
1400_35_0,TANDEM,1169,1247,116,78
1400_35_1,TANDEM,721,869,96,148
1400_35_2,TANDEM,786,999,109,213
1400_35_3,TANDEM,207,661,146,454
1400_35_4,TANDEM,1047,1199,92,152
1400_40_0,TANDEM,1022,1202,114,180
1400_40_1,TANDEM,662,762,109,100
1400_40_2,TANDEM,585,848,108,263
1400_40_3,TANDEM,405,732,96,327
1400_40_4,TANDEM,396,592,83,196
1400_45_0,TANDEM,500,600,64,100
1400_45_1,TANDEM,451,717,75,266
1400_45_2,TANDEM,698,790,81,92
1400_45_3,TANDEM,1126,1203,74,77
1400_45_4,TANDEM,197,518,98,321
1400_50_0,TANDEM,705,937,73,232
1400_50_1,TANDEM,180,610,84,430
1400_50_2,TANDEM,296,638,72,342
1400_50_3,TANDEM,687,802,63,115
1400_50_4,TANDEM,437,835,92,398
1400_55_0,TANDEM,776,967,80,191
1400_55_1,TANDEM,536,880,62,344
1400_55_2,TANDEM,609,1054,89,445
1400_55_3,TANDEM,342,652,67,310
1400_55_4,TANDEM,478,923,69,445
1400_60_0,TANDEM,547,906,71,359
1400_60_1,TANDEM,299,660,92,361
1400_60_2,TANDEM,843,952,46,109
1400_60_3,TANDEM,590,996,61,406
1400_60_4,TANDEM,565,981,64,416
1400_65_0,TANDEM,335,691,65,356
1400_65_1,TANDEM,524,636,46,112
1400_65_2,TANDEM,299,611,68,312
1400_65_3,TANDEM,392,802,50,410
1400_65_4,TANDEM,519,700,46,181
1400_70_0,TANDEM,699,1061,49,362
1400_70_1,TANDEM,548,914,48,366
1400_70_2,TANDEM,849,1031,40,182
1400_70_3,TANDEM,675,918,51,243
1400_70_4,TANDEM,557,738,60,181
1400_75_0,TANDEM,494,809,64,315
1400_75_1,TANDEM,658,896,46,238
1400_75_2,TANDEM,416,810,50,394
1400_75_3,TANDEM,436,879,62,443
1400_75_4,TANDEM,683,911,68,228
1500_30_0,TANDEM,637,1078,159,441
1500_30_1,TANDEM,936,1284,145,348
1500_30_2,TANDEM,1124,1298,143,174
1500_30_3,TANDEM,677,1053,114,376
1500_30_4,TANDEM,374,547,110,173
1500_35_0,TANDEM,530,843,124,313
1500_35_1,TANDEM,326,716,130,390
1500_35_2,TANDEM,798,1245,116,447
1500_35_3,TANDEM,565,949,119,384
1500_35_4,TANDEM,773,1043,92,270
1500_40_0,TANDEM,853,975,81,122
1500_40_1,TANDEM,303,483,84,180
1500_40_2,TANDEM,511,995,138,484
1500_40_3,TANDEM,558,621,71,63
1500_40_4,TANDEM,194,608,98,414
1500_45_0,TANDEM,620,789,93,169
1500_45_1,TANDEM,744,1117,78,373
1500_45_2,TANDEM,617,778,68,161
1500_45_3,TANDEM,670,1033,127,363
1500_45_4,TANDEM,508,905,106,397
1500_50_0,TANDEM,287,645,80,358
1500_50_1,TANDEM,611,927,63,316
1500_50_2,TANDEM,661,973,82,312
1500_50_3,TANDEM,299,473,84,174
1500_50_4,TANDEM,315,566,96,251
1500_55_0,TANDEM,853,1240,109,387
1500_55_1,TANDEM,870,1256,77,386
1500_55_2,TANDEM,461,636,92,175
1500_55_3,TANDEM,893,1171,61,278
1500_55_4,TANDEM,354,795,77,441
1500_60_0,TANDEM,662,1155,60,493
1500_60_1,TANDEM,321,646,65,325
1500_60_2,TANDEM,739,1136,85,397
1500_60_3,TANDEM,880,1202,61,322
1500_60_4,TANDEM,389,577,63,188
1500_65_0,TANDEM,417,698,80,281
1500_65_1,TANDEM,470,655,55,185
1500_65_2,TANDEM,377,877,63,500
1500_65_3,TANDEM,611,920,57,309
1500_65_4,TANDEM,460,804,57,344
1500_70_0,TANDEM,825,1156,44,331
1500_70_1,TANDEM,469,945,59,476
1500_70_2,TANDEM,871,1010,48,139
1500_70_3,TANDEM,1055,1201,38,146
1500_70_4,TANDEM,765,1158,62,393
1500_75_0,TANDEM,537,714,37,177
1500_75_1,TANDEM,485,948,49,463
1500_75_2,TANDEM,555,1001,59,446
1500_75_3,TANDEM,497,758,40,261
1500_75_4,TANDEM,747,1170,58,423
1600_30_0,TANDEM,1169,1286,151,117
1600_30_1,TANDEM,1122,1472,113,350
1600_30_2,TANDEM,401,456,132,55
1600_30_3,TANDEM,874,1149,102,275
1600_30_4,TANDEM,541,1005,166,464
1600_35_0,TANDEM,589,725,93,136
1600_35_1,TANDEM,1219,1375,89,156
1600_35_2,TANDEM,797,1119,127,322
1600_35_3,TANDEM,526,949,103,423
1600_35_4,TANDEM,740,1183,125,443
1600_40_0,TANDEM,326,654,122,328
1600_40_1,TANDEM,265,367,99,102
1600_40_2,TANDEM,1027,1244,112,217
1600_40_3,TANDEM,242,347,89,105
1600_40_4,TANDEM,877,1252,103,375
1600_45_0,TANDEM,784,1207,111,423
1600_45_1,TANDEM,631,1006,88,375
1600_45_2,TANDEM,518,808,102,290
1600_45_3,TANDEM,907,1140,93,233
1600_45_4,TANDEM,231,491,70,260
1600_50_0,TANDEM,657,846,72,189
1600_50_1,TANDEM,387,504,61,117
1600_50_2,TANDEM,527,880,70,353
1600_50_3,TANDEM,563,1044,85,481
1600_50_4,TANDEM,628,1089,94,461
1600_55_0,TANDEM,703,998,71,295
1600_55_1,TANDEM,912,1258,95,346
1600_55_2,TANDEM,755,1253,70,498
1600_55_3,TANDEM,1083,1316,57,233
1600_55_4,TANDEM,694,1122,68,428
1600_60_0,TANDEM,659,921,58,262
1600_60_1,TANDEM,822,1054,50,232
1600_60_2,TANDEM,428,645,46,217
1600_60_3,TANDEM,1021,1291,46,270
1600_60_4,TANDEM,901,999,61,98
1600_65_0,TANDEM,1154,1323,65,169
1600_65_1,TANDEM,333,661,58,328
1600_65_2,TANDEM,603,764,51,161
1600_65_3,TANDEM,498,795,75,297
1600_65_4,TANDEM,769,1218,58,449
1600_70_0,TANDEM,505,662,41,157
1600_70_1,TANDEM,690,881,45,191
1600_70_2,TANDEM,486,949,51,463
1600_70_3,TANDEM,606,976,53,370
1600_70_4,TANDEM,509,973,51,464
1600_75_0,TANDEM,702,1104,48,402
1600_75_1,TANDEM,697,1227,54,530
1600_75_2,TANDEM,987,1167,46,180
1600_75_3,TANDEM,439,961,62,522
1600_75_4,TANDEM,640,1151,47,511
1700_30_0,TANDEM,1047,1431,114,384
1700_30_1,TANDEM,736,951,155,215
1700_30_2,TANDEM,501,1030,156,529
1700_30_3,TANDEM,309,608,135,299
1700_30_4,TANDEM,863,1191,183,328
1700_35_0,TANDEM,341,516,87,175
1700_35_1,TANDEM,445,941,97,496
1700_35_2,TANDEM,297,555,130,258
1700_35_3,TANDEM,228,570,113,342
1700_35_4,TANDEM,1282,1381,89,99
1700_40_0,TANDEM,880,1316,97,436
1700_40_1,TANDEM,668,946,103,278
1700_40_2,TANDEM,771,1279,111,508
1700_40_3,TANDEM,558,1084,95,526
1700_40_4,TANDEM,867,1118,102,251
1700_45_0,TANDEM,433,556,82,123
1700_45_1,TANDEM,684,1239,103,555
1700_45_2,TANDEM,689,1236,98,547
1700_45_3,TANDEM,389,764,82,375
1700_45_4,TANDEM,868,1061,93,193
1700_50_0,TANDEM,774,1091,85,317
1700_50_1,TANDEM,258,624,70,366
1700_50_2,TANDEM,433,852,73,419
1700_50_3,TANDEM,313,473,61,160
1700_50_4,TANDEM,1017,1410,105,393
1700_55_0,TANDEM,921,1117,69,196
1700_55_1,TANDEM,336,443,79,107
1700_55_2,TANDEM,910,1053,58,143
1700_55_3,TANDEM,944,1267,77,323
1700_55_4,TANDEM,763,943,52,180
1700_60_0,TANDEM,878,1036,65,158
1700_60_1,TANDEM,592,1080,83,488
1700_60_2,TANDEM,315,511,52,196
1700_60_3,TANDEM,361,720,84,359
1700_60_4,TANDEM,1010,1197,51,187
1700_65_0,TANDEM,625,1097,63,472
1700_65_1,TANDEM,434,579,55,145
1700_65_2,TANDEM,460,755,63,295
1700_65_3,TANDEM,391,558,74,167
1700_65_4,TANDEM,1078,1327,46,249
1700_70_0,TANDEM,490,988,64,498
1700_70_1,TANDEM,943,1166,44,223
1700_70_2,TANDEM,752,973,60,221
1700_70_3,TANDEM,487,807,42,320
1700_70_4,TANDEM,696,884,48,188
1700_75_0,TANDEM,814,1048,46,234
1700_75_1,TANDEM,948,1217,49,269
1700_75_2,TANDEM,499,1002,54,503
1700_75_3,TANDEM,373,744,51,371
1700_75_4,TANDEM,858,996,43,138
1800_30_0,TANDEM,735,1091,202,356
1800_30_1,TANDEM,1035,1202,123,167
1800_30_2,TANDEM,473,618,144,145
1800_30_3,TANDEM,1161,1429,131,268
1800_30_4,TANDEM,436,913,202,477
1800_35_0,TANDEM,939,1404,196,465
1800_35_1,TANDEM,634,1029,148,395
1800_35_2,TANDEM,874,1089,142,215
1800_35_3,TANDEM,980,1192,99,212
1800_35_4,TANDEM,918,1365,120,447
1800_40_0,TANDEM,1238,1599,98,361
1800_40_1,TANDEM,225,348,84,123
1800_40_2,TANDEM,546,977,91,431
1800_40_3,TANDEM,866,975,80,109
1800_40_4,TANDEM,573,800,88,227
1800_45_0,TANDEM,236,716,83,480
1800_45_1,TANDEM,443,752,105,309
1800_45_2,TANDEM,1062,1522,80,460
1800_45_3,TANDEM,1100,1192,63,92
1800_45_4,TANDEM,635,954,82,319
