,real_type,real_start,real_end,read_count,var_size
800_40_1,DELETION,552,614,61,62
800_40_2,DELETION,124,352,45,228
800_40_3,DELETION,218,300,56,82
800_40_4,DELETION,418,592,67,174
800_45_0,DELETION,434,507,66,73
800_45_1,DELETION,442,631,72,189
800_45_2,DELETION,604,671,88,67
800_45_3,DELETION,425,616,67,191
800_45_4,DELETION,358,493,76,135
800_50_0,DELETION,329,460,63,131
800_50_1,DELETION,272,451,45,179
800_50_2,DELETION,214,357,70,143
800_50_3,DELETION,197,413,40,216
800_50_4,DELETION,263,306,54,43
800_55_0,DELETION,393,646,27,253
800_55_1,DELETION,334,398,48,64
800_55_2,DELETION,278,376,46,98
800_55_3,DELETION,370,619,28,249
800_55_4,DELETION,238,467,43,229
800_60_0,DELETION,374,620,25,246
800_60_1,DELETION,473,542,43,69
800_60_2,DELETION,210,442,31,232
800_60_3,DELETION,429,574,48,145
800_60_4,DELETION,385,542,31,157
800_65_0,DELETION,190,385,36,195
800_65_1,DELETION,336,435,39,99
800_65_2,DELETION,413,553,45,140
800_65_3,DELETION,217,454,26,237
800_65_4,DELETION,302,495,44,193
800_70_0,DELETION,541,607,42,66
800_70_1,DELETION,360,540,32,180
800_70_2,DELETION,371,615,30,244
800_70_3,DELETION,193,319,31,126
800_70_4,DELETION,324,477,31,153
800_75_0,DELETION,335,522,21,187
800_75_1,DELETION,396,606,28,210
800_75_2,DELETION,235,443,24,208
800_75_3,DELETION,268,468,27,200
800_75_4,DELETION,209,320,42,111
900_30_0,DELETION,453,693,72,240
900_30_1,DELETION,460,686,78,226
900_30_2,DELETION,75,339,105,264
900_30_3,DELETION,252,524,101,272
900_30_4,DELETION,251,327,121,76
900_35_0,DELETION,413,475,119,62
900_35_1,DELETION,423,566,97,143
900_35_2,DELETION,349,539,63,190
900_35_3,DELETION,289,391,123,102
900_35_4,DELETION,467,586,87,119
900_40_0,DELETION,681,777,97,96
900_40_1,DELETION,114,394,54,280
900_40_2,DELETION,138,282,67,144
900_40_3,DELETION,254,455,53,201
900_40_4,DELETION,703,760,85,57
900_45_0,DELETION,207,335,69,128
900_45_1,DELETION,252,341,61,89
900_45_2,DELETION,152,206,57,54
900_45_3,DELETION,156,417,40,261
900_45_4,DELETION,289,566,40,277
900_50_0,DELETION,159,256,52,97
900_50_1,DELETION,518,650,54,132
900_50_2,DELETION,275,497,45,222
900_50_3,DELETION,342,473,50,131
900_50_4,DELETION,222,355,52,133
900_55_0,DELETION,499,733,41,234
900_55_1,DELETION,251,325,70,74
900_55_2,DELETION,351,556,47,205
900_55_3,DELETION,375,632,36,257
900_55_4,DELETION,164,456,36,292
900_60_0,DELETION,273,385,36,112
900_60_1,DELETION,239,380,38,141
900_60_2,DELETION,350,620,32,270
900_60_3,DELETION,342,520,37,178
900_60_4,DELETION,217,330,47,113
900_65_0,DELETION,212,345,39,133
900_65_1,DELETION,393,563,34,170
900_65_2,DELETION,368,428,45,60
900_65_3,DELETION,234,348,41,114
900_65_4,DELETION,201,276,45,75
900_70_0,DELETION,404,689,22,285
900_70_1,DELETION,458,577,28,119
900_70_2,DELETION,209,437,24,228
900_70_3,DELETION,279,490,24,211
900_70_4,DELETION,298,524,27,226
900_75_0,DELETION,265,555,25,290
900_75_1,DELETION,500,640,29,140
900_75_2,DELETION,375,674,22,299
900_75_3,DELETION,400,604,27,204
900_75_4,DELETION,274,474,29,200
1000_30_0,DELETION,454,685,68,231
1000_30_1,DELETION,313,371,123,58
1000_30_2,DELETION,111,255,127,144
1000_30_3,DELETION,547,811,96,264
1000_30_4,DELETION,612,877,78,265
1000_35_0,DELETION,627,793,67,166
1000_35_1,DELETION,306,609,53,303
1000_35_2,DELETION,320,576,76,256
1000_35_3,DELETION,307,400,97,93
1000_35_4,DELETION,317,631,73,314
1000_40_0,DELETION,385,650,47,265
1000_40_1,DELETION,431,656,57,225
1000_40_2,DELETION,336,453,73,117
1000_40_3,DELETION,165,396,73,231
1000_40_4,DELETION,271,583,54,312
1000_45_0,DELETION,442,543,65,101
1000_45_1,DELETION,243,307,92,64
1000_45_2,DELETION,324,568,39,244
1000_45_3,DELETION,541,775,55,234
1000_45_4,DELETION,533,703,48,170
1000_50_0,DELETION,584,669,48,85
1000_50_1,DELETION,555,829,43,274
1000_50_2,DELETION,486,633,42,147
1000_50_3,DELETION,633,844,51,211
1000_50_4,DELETION,356,588,42,232
1000_55_0,DELETION,235,323,67,88
1000_55_1,DELETION,562,672,43,110
1000_55_2,DELETION,485,810,29,325
1000_55_3,DELETION,685,765,59,80
1000_55_4,DELETION,399,618,35,219
1000_60_0,DELETION,315,486,35,171
1000_60_1,DELETION,619,742,32,123
1000_60_2,DELETION,288,457,42,169
1000_60_3,DELETION,210,490,29,280
1000_60_4,DELETION,287,616,24,329
1000_65_0,DELETION,597,740,42,143
1000_65_1,DELETION,324,574,38,250
1000_65_2,DELETION,268,416,34,148
1000_65_3,DELETION,655,723,47,68
1000_65_4,DELETION,517,751,33,234
1000_70_0,DELETION,503,737,29,234
1000_70_1,DELETION,599,744,38,145
1000_70_2,DELETION,297,483,32,186
1000_70_3,DELETION,545,633,57,88
1000_70_4,DELETION,526,698,29,172
1000_75_0,DELETION,335,576,18,241
1000_75_1,DELETION,354,653,20,299
1000_75_2,DELETION,296,514,22,218
1000_75_3,DELETION,238,493,29,255
1000_75_4,DELETION,604,711,38,107
1100_30_0,DELETION,431,667,84,236
1100_30_1,DELETION,527,702,95,175
1100_30_2,DELETION,271,598,63,327
1100_30_3,DELETION,263,495,73,232
1100_30_4,DELETION,580,674,94,94
1100_35_0,DELETION,689,735,71,46
1100_35_1,DELETION,220,558,61,338
1100_35_2,DELETION,135,230,70,95
1100_35_3,DELETION,596,830,69,234
1100_35_4,DELETION,620,772,83,152
1100_40_0,DELETION,352,653,44,301
1100_40_1,DELETION,542,842,59,300
1100_40_2,DELETION,347,570,55,223
1100_40_3,DELETION,225,570,62,345
1100_40_4,DELETION,614,972,42,358
1100_45_0,DELETION,741,839,52,98
1100_45_1,DELETION,612,795,52,183
1100_45_2,DELETION,163,413,55,250
1100_45_3,DELETION,463,658,56,195
1100_45_4,DELETION,639,747,60,108
1100_50_0,DELETION,447,772,44,325
1100_50_1,DELETION,601,712,54,111
1100_50_2,DELETION,292,440,77,148
1100_50_3,DELETION,692,840,54,148
1100_50_4,DELETION,630,799,53,169
1100_55_0,DELETION,389,748,31,359
1100_55_1,DELETION,354,438,72,84
1100_55_2,DELETION,517,825,43,308
1100_55_3,DELETION,213,416,48,203
1100_55_4,DELETION,677,744,51,67
1100_60_0,DELETION,433,737,38,304
1100_60_1,DELETION,725,854,61,129
1100_60_2,DELETION,480,822,30,342
1100_60_3,DELETION,226,493,46,267
1100_60_4,DELETION,327,622,35,295
1100_65_0,DELETION,573,828,33,255
1100_65_1,DELETION,332,613,31,281
1100_65_2,DELETION,350,671,27,321
1100_65_3,DELETION,319,470,34,151
1100_65_4,DELETION,524,882,33,358
1100_70_0,DELETION,403,713,25,310
1100_70_1,DELETION,245,408,32,163
1100_70_2,DELETION,566,850,28,284
1100_70_3,DELETION,404,659,23,255
1100_70_4,DELETION,488,664,33,176
1100_75_0,DELETION,361,637,25,276
1100_75_1,DELETION,545,804,31,259
1100_75_2,DELETION,454,541,36,87
1100_75_3,DELETION,395,617,27,222
1100_75_4,DELETION,498,701,23,203
1200_30_0,DELETION,613,779,95,166
1200_30_1,DELETION,657,779,101,122
1200_30_2,DELETION,247,566,80,319
1200_30_3,DELETION,832,897,132,65
1200_30_4,DELETION,716,1008,74,292
1200_35_0,DELETION,723,890,74,167
1200_35_1,DELETION,517,874,45,357
1200_35_2,DELETION,486,769,82,283
1200_35_3,DELETION,699,1013,78,314
1200_35_4,DELETION,282,539,113,257
1200_40_0,DELETION,251,310,71,59
1200_40_1,DELETION,840,1040,57,200
1200_40_2,DELETION,215,469,59,254
1200_40_3,DELETION,406,789,45,383
1200_40_4,DELETION,211,499,68,288
1200_45_0,DELETION,256,522,47,266
1200_45_1,DELETION,753,990,45,237
1200_45_2,DELETION,322,717,38,395
1200_45_3,DELETION,670,901,56,231
1200_45_4,DELETION,860,997,48,137
1200_50_0,DELETION,526,859,46,333
1200_50_1,DELETION,424,717,41,293
1200_50_2,DELETION,777,991,54,214
1200_50_3,DELETION,304,613,50,309
1200_50_4,DELETION,518,646,44,128
1200_55_0,DELETION,450,570,53,120
1200_55_1,DELETION,753,826,65,73
1200_55_2,DELETION,630,855,36,225
1200_55_3,DELETION,282,675,39,393
1200_55_4,DELETION,566,860,41,294
1200_60_0,DELETION,204,421,52,217
1200_60_1,DELETION,398,503,37,105
1200_60_2,DELETION,618,891,37,273
1200_60_3,DELETION,309,520,41,211
1200_60_4,DELETION,593,718,41,125
1200_65_0,DELETION,545,774,32,229
1200_65_1,DELETION,536,616,46,80
1200_65_2,DELETION,652,988,39,336
1200_65_3,DELETION,616,905,33,289
1200_65_4,DELETION,507,871,33,364
1200_70_0,DELETION,290,562,26,272
1200_70_1,DELETION,348,579,42,231
1200_70_2,DELETION,250,433,29,183
1200_70_3,DELETION,468,694,37,226
1200_70_4,DELETION,263,631,24,368
1200_75_0,DELETION,356,464,41,108
1200_75_1,DELETION,446,611,40,165
1200_75_2,DELETION,484,606,31,122
1200_75_3,DELETION,623,773,45,150
1200_75_4,DELETION,345,525,29,180
1300_30_0,DELETION,135,181,98,46
1300_30_1,DELETION,499,560,109,61
1300_30_2,DELETION,910,979,108,69
1300_30_3,DELETION,553,596,83,43
1300_30_4,DELETION,538,714,96,176
1300_35_0,DELETION,360,502,87,142
1300_35_1,DELETION,546,964,58,418
1300_35_2,DELETION,213,537,73,324
1300_35_3,DELETION,367,662,59,295
1300_35_4,DELETION,821,1088,83,267
1300_40_0,DELETION,475,899,68,424
1300_40_1,DELETION,599,651,109,52
1300_40_2,DELETION,478,655,73,177
1300_40_3,DELETION,562,843,63,281
1300_40_4,DELETION,795,1020,60,225
1300_45_0,DELETION,186,340,84,154
1300_45_1,DELETION,613,978,38,365
1300_45_2,DELETION,589,991,55,402
1300_45_3,DELETION,293,527,58,234
1300_45_4,DELETION,435,737,52,302
1300_50_0,DELETION,810,1084,41,274
1300_50_1,DELETION,432,809,44,377
1300_50_2,DELETION,442,589,59,147
1300_50_3,DELETION,426,575,55,149
1300_50_4,DELETION,264,617,47,353
1300_55_0,DELETION,603,881,41,278
1300_55_1,DELETION,485,760,55,275
1300_55_2,DELETION,564,882,37,318
1300_55_3,DELETION,370,673,44,303
1300_55_4,DELETION,369,621,51,252
1300_60_0,DELETION,327,600,29,273
1300_60_1,DELETION,492,853,35,361
1300_60_2,DELETION,511,655,45,144
1300_60_3,DELETION,496,755,35,259
1300_60_4,DELETION,684,896,49,212
1300_65_0,DELETION,244,372,58,128
1300_65_1,DELETION,418,505,59,87
1300_65_2,DELETION,364,685,39,321
1300_65_3,DELETION,449,641,36,192
1300_65_4,DELETION,818,944,34,126
1300_70_0,DELETION,389,797,27,408
1300_70_1,DELETION,708,991,31,283
1300_70_2,DELETION,695,1048,35,353
1300_70_3,DELETION,810,990,42,180
1300_70_4,DELETION,582,674,30,92
1300_75_0,DELETION,827,992,32,165
1300_75_1,DELETION,416,645,40,229
1300_75_2,DELETION,717,836,36,119
1300_75_3,DELETION,281,609,26,328
1300_75_4,DELETION,305,585,36,280
1400_30_0,DELETION,580,767,101,187
1400_30_1,DELETION,1011,1093,93,82
1400_30_2,DELETION,232,521,75,289
1400_30_3,DELETION,600,1040,79,440
1400_30_4,DELETION,772,929,83,157
1400_35_0,DELETION,614,665,90,51
1400_35_1,DELETION,895,1100,75,205
1400_35_2,DELETION,570,902,70,332
1400_35_3,DELETION,326,518,85,192
1400_35_4,DELETION,447,635,66,188
1400_40_0,DELETION,726,1163,56,437
1400_40_1,DELETION,514,792,61,278
1400_40_2,DELETION,899,1164,66,265
1400_40_3,DELETION,679,998,59,319
1400_40_4,DELETION,1032,1200,79,168
1400_45_0,DELETION,394,591,70,197
1400_45_1,DELETION,423,632,60,209
1400_45_2,DELETION,1158,1227,60,69
1400_45_3,DELETION,823,1116,58,293
1400_45_4,DELETION,316,662,61,346
1400_50_0,DELETION,381,799,33,418
1400_50_1,DELETION,564,917,36,353
1400_50_2,DELETION,969,1039,58,70
1400_50_3,DELETION,803,1067,55,264
1400_50_4,DELETION,928,1125,52,197
1400_55_0,DELETION,503,784,40,281
1400_55_1,DELETION,609,711,50,102
1400_55_2,DELETION,402,731,51,329
1400_55_3,DELETION,586,751,57,165
1400_55_4,DELETION,639,810,49,171
1400_60_0,DELETION,510,694,45,184
1400_60_1,DELETION,549,979,31,430
1400_60_2,DELETION,447,820,41,373
1400_60_3,DELETION,858,1023,38,165
1400_60_4,DELETION,314,529,30,215
1400_65_0,DELETION,364,759,43,395
1400_65_1,DELETION,323,767,28,444
1400_65_2,DELETION,734,947,35,213
1400_65_3,DELETION,771,1035,29,264
1400_65_4,DELETION,570,1017,25,447
1400_70_0,DELETION,508,682,49,174
1400_70_1,DELETION,442,782,31,340
1400_70_2,DELETION,449,914,28,465
1400_70_3,DELETION,664,871,44,207
1400_70_4,DELETION,453,901,24,448
1400_75_0,DELETION,784,1010,27,226
1400_75_1,DELETION,600,873,29,273
1400_75_2,DELETION,360,738,21,378
1400_75_3,DELETION,762,963,42,201
1400_75_4,DELETION,609,847,27,238
1500_30_0,DELETION,726,1087,80,361
1500_30_1,DELETION,1068,1115,107,47
1500_30_2,DELETION,594,1024,69,430
1500_30_3,DELETION,500,963,65,463
1500_30_4,DELETION,223,289,141,66
1500_35_0,DELETION,795,1257,58,462
1500_35_1,DELETION,614,840,76,226
1500_35_2,DELETION,248,551,106,303
1500_35_3,DELETION,321,463,80,142
1500_35_4,DELETION,871,1204,70,333
1500_40_0,DELETION,505,958,64,453
1500_40_1,DELETION,816,989,76,173
1500_40_2,DELETION,866,928,64,62
1500_40_3,DELETION,491,787,56,296
1500_40_4,DELETION,766,1009,76,243
1500_45_0,DELETION,743,993,57,250
1500_45_1,DELETION,610,1052,67,442
1500_45_2,DELETION,1117,1255,58,138
1500_45_3,DELETION,435,529,79,94
1500_45_4,DELETION,310,696,61,386
1500_50_0,DELETION,616,959,41,343
1500_50_1,DELETION,625,977,43,352
1500_50_2,DELETION,585,1065,39,480
1500_50_3,DELETION,588,781,53,193
1500_50_4,DELETION,248,458,45,210
1500_55_0,DELETION,450,837,46,387
1500_55_1,DELETION,763,1227,37,464
1500_55_2,DELETION,327,470,49,143
1500_55_3,DELETION,675,1174,43,499
1500_55_4,DELETION,1024,1139,44,115
1500_60_0,DELETION,860,1124,56,264
1500_60_1,DELETION,859,988,62,129
1500_60_2,DELETION,386,504,44,118
1500_60_3,DELETION,718,1168,37,450
1500_60_4,DELETION,728,1087,38,359
1500_65_0,DELETION,673,851,32,178
1500_65_1,DELETION,673,925,36,252
1500_65_2,DELETION,327,810,31,483
1500_65_3,DELETION,902,1214,30,312
1500_65_4,DELETION,746,1164,41,418
1500_70_0,DELETION,612,1088,25,476
1500_70_1,DELETION,607,980,29,373
1500_70_2,DELETION,371,841,26,470
1500_70_3,DELETION,424,529,38,105
1500_70_4,DELETION,471,854,25,383
1500_75_0,DELETION,987,1146,38,159
1500_75_1,DELETION,775,928,32,153
1500_75_2,DELETION,365,504,35,139
1500_75_3,DELETION,347,743,34,396
1500_75_4,DELETION,471,871,20,400
1600_30_0,DELETION,465,820,95,355
1600_30_1,DELETION,327,778,66,451
1600_30_2,DELETION,217,448,91,231
1600_30_3,DELETION,620,757,95,137
1600_30_4,DELETION,310,519,114,209
1600_35_0,DELETION,1085,1343,96,258
1600_35_1,DELETION,945,1307,72,362
1600_35_2,DELETION,962,1246,93,284
1600_35_3,DELETION,546,1005,52,459
1600_35_4,DELETION,1153,1349,123,196
1600_40_0,DELETION,782,1177,67,395
1600_40_1,DELETION,312,723,49,411
1600_40_2,DELETION,359,882,63,523
1600_40_3,DELETION,913,1347,53,434
1600_40_4,DELETION,487,778,69,291
1600_45_0,DELETION,479,937,43,458
1600_45_1,DELETION,309,753,47,444
1600_45_2,DELETION,232,650,42,418
1600_45_3,DELETION,232,505,75,273
1600_45_4,DELETION,1099,1246,80,147
1600_50_0,DELETION,752,1226,37,474
1600_50_1,DELETION,508,1036,41,528
1600_50_2,DELETION,510,831,42,321
1600_50_3,DELETION,773,999,40,226
1600_50_4,DELETION,802,1210,45,408
1600_55_0,DELETION,981,1119,45,138
1600_55_1,DELETION,412,540,53,128
1600_55_2,DELETION,338,832,34,494
1600_55_3,DELETION,281,769,36,488
1600_55_4,DELETION,966,1069,53,103
1600_60_0,DELETION,1040,1143,49,103
1600_60_1,DELETION,877,1050,61,173
1600_60_2,DELETION,704,818,49,114
1600_60_3,DELETION,845,1172,35,327
1600_60_4,DELETION,325,766,37,441
1600_65_0,DELETION,598,988,27,390
1600_65_1,DELETION,671,875,44,204
1600_65_2,DELETION,620,955,33,335
1600_65_3,DELETION,266,562,42,296
1600_65_4,DELETION,487,759,38,272
1600_70_0,DELETION,821,1000,33,179
1600_70_1,DELETION,773,902,31,129
1600_70_2,DELETION,357,748,31,391
1600_70_3,DELETION,548,883,35,335
1600_70_4,DELETION,701,1157,30,456
1600_75_0,DELETION,498,737,37,239
1600_75_1,DELETION,601,855,31,254
1600_75_2,DELETION,693,1175,26,482
1600_75_3,DELETION,847,974,27,127
1600_75_4,DELETION,369,580,29,211
1700_30_0,DELETION,674,877,120,203
1700_30_1,DELETION,421,879,69,458
1700_30_2,DELETION,159,675,93,516
1700_30_3,DELETION,971,1318,69,347
1700_30_4,DELETION,609,1104,73,495
1700_35_0,DELETION,459,536,99,77
1700_35_1,DELETION,561,732,86,171
1700_35_2,DELETION,733,1249,56,516
1700_35_3,DELETION,797,904,107,107
1700_35_4,DELETION,604,989,83,385
1700_40_0,DELETION,513,968,41,455
1700_40_1,DELETION,756,1208,43,452
1700_40_2,DELETION,840,1266,55,426
1700_40_3,DELETION,283,813,69,530
1700_40_4,DELETION,332,773,54,441
1700_45_0,DELETION,1024,1393,61,369
1700_45_1,DELETION,546,1085,61,539
1700_45_2,DELETION,761,1285,36,524
1700_45_3,DELETION,919,1432,45,513
1700_45_4,DELETION,222,580,68,358
1700_50_0,DELETION,363,544,73,181
1700_50_1,DELETION,323,655,44,332
1700_50_2,DELETION,949,1329,46,380
1700_50_3,DELETION,454,765,52,311
1700_50_4,DELETION,411,795,38,384
1700_55_0,DELETION,410,966,29,556
1700_55_1,DELETION,728,882,51,154
1700_55_2,DELETION,320,681,44,361
1700_55_3,DELETION,814,1287,36,473
1700_55_4,DELETION,446,917,51,471
1700_60_0,DELETION,639,835,40,196
1700_60_1,DELETION,767,1224,39,457
1700_60_2,DELETION,663,1023,44,360
1700_60_3,DELETION,390,550,35,160
1700_60_4,DELETION,684,996,35,312
1700_65_0,DELETION,859,1296,28,437
1700_65_1,DELETION,442,855,42,413
1700_65_2,DELETION,385,568,53,183
1700_65_3,DELETION,465,661,47,196
1700_65_4,DELETION,542,767,34,225
1700_70_0,DELETION,775,1010,29,235
1700_70_1,DELETION,550,722,44,172
1700_70_2,DELETION,963,1186,33,223
1700_70_3,DELETION,945,1140,30,195
1700_70_4,DELETION,711,919,33,208
1700_75_0,DELETION,511,901,33,390
1700_75_1,DELETION,552,897,31,345
1700_75_2,DELETION,858,1236,25,378
1700_75_3,DELETION,504,1048,21,544
1700_75_4,DELETION,695,1037,26,342
1800_30_0,DELETION,775,1074,86,299
1800_30_1,DELETION,189,450,79,261
1800_30_2,DELETION,400,760,81,360
1800_30_3,DELETION,454,959,81,505
1800_30_4,DELETION,924,1190,137,266
1800_35_0,DELETION,258,330,84,72
1800_35_1,DELETION,1000,1331,88,331
1800_35_2,DELETION,624,866,80,242
1800_35_3,DELETION,568,691,137,123
1800_35_4,DELETION,871,1259,70,388
1800_40_0,DELETION,464,1040,64,576
1800_40_1,DELETION,368,583,76,215
1800_40_2,DELETION,1095,1478,73,383
1800_40_3,DELETION,1275,1397,94,122
1800_40_4,DELETION,840,1091,87,251
1800_45_0,DELETION,828,1223,46,395
1800_45_1,DELETION,675,1267,48,592
1800_45_2,DELETION,798,1143,61,345
1800_45_3,DELETION,460,727,44,267
1800_45_4,DELETION,494,750,69,256
1800_50_0,DELETION,372,811,52,439
1800_50_1,DELETION,901,1366,45,465
1800_50_2,DELETION,728,1218,50,490
1800_50_3,DELETION,434,744,61,310
1800_50_4,DELETION,853,1372,53,519
1800_55_0,DELETION,471,972,47,501
1800_55_1,DELETION,443,678,43,235
1800_55_2,DELETION,576,1006,51,430
1800_55_3,DELETION,794,1128,35,334
1800_55_4,DELETION,793,1370,30,577
1800_60_0,DELETION,846,1196,40,350
1800_60_1,DELETION,1153,1334,61,181
1800_60_2,DELETION,455,812,40,357
1800_60_3,DELETION,854,1407,33,553
1800_60_4,DELETION,1143,1367,39,224
1800_65_0,DELETION,910,1275,33,365
1800_65_1,DELETION,983,1273,31,290
1800_65_2,DELETION,894,1401,35,507
1800_65_3,DELETION,878,1133,37,255
1800_65_4,DELETION,477,904,44,427
1800_70_0,DELETION,460,676,36,216
1800_70_1,DELETION,570,1169,26,599
1800_70_2,DELETION,1099,1268,46,169
1800_70_3,DELETION,692,1268,28,576
1800_70_4,DELETION,400,962,30,562
1800_75_0,DELETION,449,884,24,435
1800_75_1,DELETION,810,1131,36,321
1800_75_2,DELETION,646,927,36,281
1800_75_3,DELETION,632,1226,19,594
1800_75_4,DELETION,499,961,33,462
1900_30_0,DELETION,607,694,142,87
1900_30_1,DELETION,747,851,104,104
1900_30_2,DELETION,171,689,62,518
1900_30_3,DELETION,744,1131,96,387
